kraj,płeć,wiek,rok,wystąpień
NE,m,35-44,1997,215.0
NE,m,35-44,1998,399.0
NE,m,35-44,2000,441.0
NE,m,35-44,2003,779.0
NE,m,35-44,2005,819.0
NE,m,35-44,2006,909.0
NE,m,35-44,2007,958.0
NE,m,35-44,2008,852.0
NG,m,35-44,1995,937.0
NG,m,35-44,1996,1791.0
NG,m,35-44,1997,1177.0
NG,m,35-44,1998,1282.0
NG,m,35-44,2000,1836.0
NG,m,35-44,2001,2076.0
NG,m,35-44,2002,2283.0
NG,m,35-44,2003,3590.0
NG,m,35-44,2004,4262.0
NG,m,35-44,2005,4544.0
NG,m,35-44,2006,5517.0
NG,m,35-44,2007,5776.0
NG,m,35-44,2008,6210.0
NI,m,35-44,1995,175.0
NI,m,35-44,1996,191.0
NI,m,35-44,1997,163.0
NI,m,35-44,1998,155.0
NI,m,35-44,1999,167.0
NI,m,35-44,2000,147.0
NI,m,35-44,2001,139.0
NI,m,35-44,2002,140.0
NI,m,35-44,2003,135.0
NI,m,35-44,2004,105.0
NI,m,35-44,2005,116.0
NI,m,35-44,2006,129.0
NI,m,35-44,2007,144.0
NI,m,35-44,2008,130.0
NL,m,35-44,1995,75.0
NL,m,35-44,1996,46.0
NL,m,35-44,1997,47.0
NL,m,35-44,1998,41.0
NL,m,35-44,1999,32.0
NL,m,35-44,2000,41.0
NL,m,35-44,2001,33.0
NL,m,35-44,2002,39.0
NL,m,35-44,2003,38.0
NL,m,35-44,2004,37.0
NL,m,35-44,2005,23.0
NL,m,35-44,2006,31.0
NL,m,35-44,2007,28.0
NL,m,35-44,2008,26.0
NO,m,35-44,1995,6.0
NO,m,35-44,1996,14.0
NO,m,35-44,1997,7.0
NO,m,35-44,1998,3.0
NO,m,35-44,1999,3.0
NO,m,35-44,2000,3.0
NO,m,35-44,2001,8.0
NO,m,35-44,2002,4.0
NO,m,35-44,2003,4.0
NO,m,35-44,2004,6.0
NO,m,35-44,2005,6.0
NO,m,35-44,2006,5.0
NO,m,35-44,2007,2.0
NO,m,35-44,2008,7.0
NP,m,35-44,1996,1221.0
NP,m,35-44,1998,1500.0
NP,m,35-44,1999,1703.0
NP,m,35-44,2000,1713.0
NP,m,35-44,2001,1743.0
NP,m,35-44,2002,1686.0
NP,m,35-44,2003,1619.0
NP,m,35-44,2004,1652.0
NP,m,35-44,2005,1722.0
NP,m,35-44,2006,1640.0
NP,m,35-44,2007,1636.0
NP,m,35-44,2008,1558.0
NR,m,35-44,1999,0.0
NR,m,35-44,2001,1.0
NR,m,35-44,2003,0.0
NR,m,35-44,2006,0.0
NR,m,35-44,2007,1.0
NR,m,35-44,2008,0.0
NU,m,35-44,2004,0.0
NU,m,35-44,2005,0.0
NU,m,35-44,2006,0.0
NU,m,35-44,2007,0.0
NZ,m,35-44,1995,3.0
NZ,m,35-44,1996,9.0
NZ,m,35-44,1997,3.0
NZ,m,35-44,1998,8.0
NZ,m,35-44,1999,4.0
NZ,m,35-44,2000,6.0
NZ,m,35-44,2001,7.0
NZ,m,35-44,2002,5.0
NZ,m,35-44,2003,6.0
NZ,m,35-44,2004,10.0
NZ,m,35-44,2005,6.0
NZ,m,35-44,2006,8.0
NZ,m,35-44,2007,7.0
NZ,m,35-44,2008,9.0
OM,m,35-44,1995,7.0
OM,m,35-44,1996,8.0
OM,m,35-44,1997,14.0
OM,m,35-44,1998,8.0
OM,m,35-44,1999,23.0
OM,m,35-44,2000,11.0
OM,m,35-44,2001,12.0
OM,m,35-44,2002,20.0
OM,m,35-44,2003,31.0
OM,m,35-44,2004,23.0
OM,m,35-44,2005,24.0
OM,m,35-44,2006,18.0
OM,m,35-44,2007,25.0
OM,m,35-44,2008,28.0
PA,m,35-44,1995,112.0
PA,m,35-44,1996,87.0
PA,m,35-44,1997,117.0
PA,m,35-44,1998,10.0
PA,m,35-44,1999,134.0
PA,m,35-44,2000,61.0
PA,m,35-44,2001,89.0
PA,m,35-44,2002,101.0
PA,m,35-44,2003,81.0
PA,m,35-44,2004,118.0
PA,m,35-44,2005,129.0
PA,m,35-44,2006,107.0
PA,m,35-44,2007,116.0
PA,m,35-44,2008,91.0
PE,m,35-44,1995,454.0
PE,m,35-44,1996,420.0
PE,m,35-44,1997,1971.0
PE,m,35-44,1998,2095.0
PE,m,35-44,1999,1586.0
PE,m,35-44,2000,1546.0
PE,m,35-44,2001,1550.0
PE,m,35-44,2002,298.0
PE,m,35-44,2003,355.0
PE,m,35-44,2004,1357.0
PE,m,35-44,2005,1513.0
PE,m,35-44,2006,1494.0
PE,m,35-44,2007,1585.0
PE,m,35-44,2008,1564.0
PF,m,35-44,1996,5.0
PF,m,35-44,1997,4.0
PF,m,35-44,1998,3.0
PF,m,35-44,1999,2.0
PF,m,35-44,2000,4.0
PF,m,35-44,2001,2.0
PF,m,35-44,2002,1.0
PF,m,35-44,2003,1.0
PF,m,35-44,2004,3.0
PF,m,35-44,2005,2.0
PF,m,35-44,2006,3.0
PF,m,35-44,2007,2.0
PF,m,35-44,2008,1.0
PG,m,35-44,1996,18.0
PG,m,35-44,1997,5.0
PG,m,35-44,1998,30.0
PG,m,35-44,1999,9.0
PG,m,35-44,2000,30.0
PG,m,35-44,2001,29.0
PG,m,35-44,2002,74.0
PG,m,35-44,2003,96.0
PG,m,35-44,2004,90.0
PG,m,35-44,2005,108.0
PG,m,35-44,2006,122.0
PG,m,35-44,2007,112.0
PG,m,35-44,2008,160.0
PH,m,35-44,1995,61.0
PH,m,35-44,1996,58.0
PH,m,35-44,1997,303.0
PH,m,35-44,1998,356.0
PH,m,35-44,2003,11458.0
PH,m,35-44,2004,12229.0
PH,m,35-44,2005,13253.0
PH,m,35-44,2006,13478.0
PH,m,35-44,2007,13810.0
PH,m,35-44,2008,13529.0
PK,m,35-44,1995,178.0
PK,m,35-44,1998,328.0
PK,m,35-44,1999,65.0
PK,m,35-44,2000,256.0
PK,m,35-44,2001,673.0
PK,m,35-44,2002,1270.0
PK,m,35-44,2003,1851.0
PK,m,35-44,2004,2676.0
PK,m,35-44,2005,4263.0
PK,m,35-44,2006,5594.0
PK,m,35-44,2007,7717.0
PK,m,35-44,2008,8428.0
PL,m,35-44,1995,795.0
PL,m,35-44,1996,1365.0
PL,m,35-44,1997,781.0
PL,m,35-44,1998,752.0
PL,m,35-44,1999,681.0
PL,m,35-44,2000,812.0
PL,m,35-44,2001,603.0
PL,m,35-44,2002,515.0
PL,m,35-44,2003,436.0
PL,m,35-44,2004,425.0
PL,m,35-44,2005,389.0
PL,m,35-44,2006,390.0
PL,m,35-44,2007,395.0
PL,m,35-44,2008,397.0
PR,m,35-44,1995,20.0
PR,m,35-44,1996,18.0
PR,m,35-44,1997,18.0
PR,m,35-44,1998,16.0
PR,m,35-44,1999,22.0
PR,m,35-44,2000,19.0
PR,m,35-44,2001,11.0
PR,m,35-44,2002,12.0
PR,m,35-44,2003,8.0
PR,m,35-44,2004,8.0
PR,m,35-44,2005,7.0
PR,m,35-44,2006,6.0
PR,m,35-44,2007,9.0
PR,m,35-44,2008,3.0
PS,m,35-44,1995,0.0
PS,m,35-44,1996,2.0
PS,m,35-44,2003,1.0
PS,m,35-44,2006,4.0
PS,m,35-44,2007,2.0
PS,m,35-44,2008,3.0
PT,m,35-44,1995,328.0
PT,m,35-44,1996,331.0
PT,m,35-44,1997,303.0
PT,m,35-44,1998,362.0
PT,m,35-44,1999,378.0
PT,m,35-44,2000,349.0
PT,m,35-44,2001,356.0
PT,m,35-44,2002,411.0
PT,m,35-44,2003,333.0
PT,m,35-44,2004,336.0
PT,m,35-44,2005,284.0
PT,m,35-44,2006,259.0
PT,m,35-44,2007,268.0
PT,m,35-44,2008,212.0
PW,m,35-44,1995,0.0
PW,m,35-44,1996,0.0
PW,m,35-44,1997,2.0
PW,m,35-44,1999,5.0
PW,m,35-44,2002,1.0
PW,m,35-44,2003,1.0
PW,m,35-44,2006,2.0
PW,m,35-44,2007,0.0
PY,m,35-44,1995,96.0
PY,m,35-44,1996,79.0
PY,m,35-44,1997,75.0
PY,m,35-44,1998,96.0
PY,m,35-44,1999,111.0
PY,m,35-44,2000,105.0
PY,m,35-44,2001,85.0
PY,m,35-44,2002,112.0
PY,m,35-44,2003,109.0
PY,m,35-44,2004,120.0
PY,m,35-44,2005,136.0
PY,m,35-44,2006,143.0
PY,m,35-44,2007,152.0
PY,m,35-44,2008,138.0
QA,m,35-44,1995,11.0
QA,m,35-44,1996,16.0
QA,m,35-44,1997,7.0
QA,m,35-44,1998,8.0
QA,m,35-44,1999,12.0
QA,m,35-44,2000,9.0
QA,m,35-44,2001,3.0
QA,m,35-44,2002,9.0
QA,m,35-44,2003,17.0
QA,m,35-44,2004,13.0
QA,m,35-44,2005,17.0
QA,m,35-44,2006,17.0
QA,m,35-44,2007,19.0
QA,m,35-44,2008,26.0
RO,m,35-44,1995,3608.0
RO,m,35-44,1996,2606.0
RO,m,35-44,1997,2535.0
RO,m,35-44,1998,2327.0
RO,m,35-44,1999,2043.0
RO,m,35-44,2000,1799.0
RO,m,35-44,2001,1925.0
RO,m,35-44,2002,1854.0
RO,m,35-44,2003,1695.0
RO,m,35-44,2004,1798.0
RO,m,35-44,2005,1786.0
RO,m,35-44,2006,1624.0
RO,m,35-44,2007,1559.0
RO,m,35-44,2008,1656.0
RS,m,35-44,2005,118.0
RS,m,35-44,2006,107.0
RS,m,35-44,2007,102.0
RS,m,35-44,2008,86.0
RU,m,35-44,1996,69.0
RU,m,35-44,1997,150.0
RU,m,35-44,1998,161.0
RU,m,35-44,1999,5037.0
RU,m,35-44,2000,596.0
RU,m,35-44,2001,5912.0
RU,m,35-44,2002,6003.0
RU,m,35-44,2003,5979.0
RU,m,35-44,2004,6165.0
RU,m,35-44,2006,5923.0
RU,m,35-44,2007,5874.0
RU,m,35-44,2008,6005.0
RW,m,35-44,1996,325.0
RW,m,35-44,1997,537.0
RW,m,35-44,1999,424.0
RW,m,35-44,2000,824.0
RW,m,35-44,2002,184.0
RW,m,35-44,2003,424.0
RW,m,35-44,2004,595.0
RW,m,35-44,2005,592.0
RW,m,35-44,2006,591.0
RW,m,35-44,2007,556.0
RW,m,35-44,2008,573.0
SA,m,35-44,1998,96.0
SA,m,35-44,1999,245.0
SA,m,35-44,2000,213.0
SA,m,35-44,2001,163.0
SA,m,35-44,2002,211.0
SA,m,35-44,2003,200.0
SA,m,35-44,2004,217.0
SA,m,35-44,2005,201.0
SA,m,35-44,2006,229.0
SA,m,35-44,2007,219.0
SA,m,35-44,2008,184.0
SB,m,35-44,1995,5.0
SB,m,35-44,1996,3.0
SB,m,35-44,1997,6.0
SB,m,35-44,1998,14.0
SB,m,35-44,2000,8.0
SB,m,35-44,2002,9.0
SB,m,35-44,2003,12.0
SB,m,35-44,2004,8.0
SB,m,35-44,2005,9.0
SB,m,35-44,2006,4.0
SB,m,35-44,2007,12.0
SB,m,35-44,2008,11.0
SC,m,35-44,1995,1.0
SC,m,35-44,1996,3.0
SC,m,35-44,1997,2.0
SC,m,35-44,1998,3.0
SC,m,35-44,2000,4.0
SC,m,35-44,2001,4.0
SC,m,35-44,2002,1.0
SC,m,35-44,2003,0.0
SC,m,35-44,2004,0.0
SC,m,35-44,2005,2.0
SC,m,35-44,2008,0.0
SD,m,35-44,1995,634.0
SD,m,35-44,1998,1133.0
SD,m,35-44,1999,1270.0
SD,m,35-44,2000,1351.0
SD,m,35-44,2001,1085.0
SD,m,35-44,2002,1168.0
SD,m,35-44,2003,1271.0
SD,m,35-44,2004,1465.0
SD,m,35-44,2005,1541.0
SD,m,35-44,2006,1504.0
SD,m,35-44,2007,1540.0
SD,m,35-44,2008,1301.0
SE,m,35-44,1995,8.0
SE,m,35-44,1996,3.0
SE,m,35-44,1997,13.0
SE,m,35-44,1998,3.0
SE,m,35-44,1999,12.0
SE,m,35-44,2000,12.0
SE,m,35-44,2001,5.0
SE,m,35-44,2002,10.0
SE,m,35-44,2003,12.0
SE,m,35-44,2004,8.0
SE,m,35-44,2005,16.0
SE,m,35-44,2006,14.0
SE,m,35-44,2007,10.0
SE,m,35-44,2008,9.0
SG,m,35-44,1995,60.0
SG,m,35-44,1997,49.0
SG,m,35-44,1998,70.0
SG,m,35-44,1999,41.0
SG,m,35-44,2000,34.0
SG,m,35-44,2001,39.0
SG,m,35-44,2002,73.0
SG,m,35-44,2003,68.0
SG,m,35-44,2004,56.0
SG,m,35-44,2005,61.0
SG,m,35-44,2006,67.0
SG,m,35-44,2007,63.0
SG,m,35-44,2008,46.0
SI,m,35-44,1995,63.0
SI,m,35-44,1996,46.0
SI,m,35-44,1997,33.0
SI,m,35-44,1998,27.0
SI,m,35-44,1999,40.0
SI,m,35-44,2000,36.0
SI,m,35-44,2001,30.0
SI,m,35-44,2002,25.0
SI,m,35-44,2003,23.0
SI,m,35-44,2004,10.0
SI,m,35-44,2005,16.0
SI,m,35-44,2006,9.0
SI,m,35-44,2007,15.0
SI,m,35-44,2008,9.0
SK,m,35-44,1995,123.0
SK,m,35-44,1996,64.0
SK,m,35-44,1997,54.0
SK,m,35-44,1998,53.0
SK,m,35-44,1999,42.0
SK,m,35-44,2000,31.0
SK,m,35-44,2001,30.0
SK,m,35-44,2002,35.0
SK,m,35-44,2003,31.0
SK,m,35-44,2004,30.0
SK,m,35-44,2005,16.0
SK,m,35-44,2006,18.0
SK,m,35-44,2007,18.0
SK,m,35-44,2008,16.0
SL,m,35-44,1995,201.0
SL,m,35-44,1996,310.0
SL,m,35-44,1997,359.0
SL,m,35-44,1998,338.0
SL,m,35-44,2000,361.0
SL,m,35-44,2001,406.0
SL,m,35-44,2002,427.0
SL,m,35-44,2003,481.0
SL,m,35-44,2004,581.0
SL,m,35-44,2005,651.0
SL,m,35-44,2006,709.0
SL,m,35-44,2007,797.0
SL,m,35-44,2008,938.0
SM,m,35-44,2003,0.0
SM,m,35-44,2004,0.0
SN,m,35-44,1995,813.0
SN,m,35-44,1996,973.0
SN,m,35-44,1997,876.0
SN,m,35-44,1998,856.0
SN,m,35-44,1999,749.0
SN,m,35-44,2000,857.0
SN,m,35-44,2001,890.0
SN,m,35-44,2002,813.0
SN,m,35-44,2003,896.0
SN,m,35-44,2004,915.0
SN,m,35-44,2005,904.0
SN,m,35-44,2006,919.0
SN,m,35-44,2007,875.0
SN,m,35-44,2008,907.0
SO,m,35-44,1995,201.0
SO,m,35-44,1996,263.0
SO,m,35-44,1997,311.0
SO,m,35-44,1998,337.0
SO,m,35-44,1999,383.0
SO,m,35-44,2000,408.0
SO,m,35-44,2001,476.0
SO,m,35-44,2002,478.0
SO,m,35-44,2003,513.0
SO,m,35-44,2004,610.0
SO,m,35-44,2005,725.0
SO,m,35-44,2006,647.0
SO,m,35-44,2007,578.0
SO,m,35-44,2008,635.0
SR,m,35-44,1996,11.0
SR,m,35-44,1997,3.0
SR,m,35-44,2000,3.0
SR,m,35-44,2001,3.0
SR,m,35-44,2002,10.0
SR,m,35-44,2003,13.0
SR,m,35-44,2004,14.0
SR,m,35-44,2005,12.0
SR,m,35-44,2006,9.0
ST,m,35-44,2000,4.0
ST,m,35-44,2001,6.0
ST,m,35-44,2002,2.0
ST,m,35-44,2003,5.0
ST,m,35-44,2004,6.0
ST,m,35-44,2005,6.0
ST,m,35-44,2006,4.0
ST,m,35-44,2007,8.0
ST,m,35-44,2008,5.0
SV,m,35-44,1996,77.0
SV,m,35-44,1997,117.0
SV,m,35-44,1998,99.0
SV,m,35-44,1999,104.0
SV,m,35-44,2000,114.0
SV,m,35-44,2001,100.0
SV,m,35-44,2002,101.0
SV,m,35-44,2003,103.0
SV,m,35-44,2004,90.0
SV,m,35-44,2005,128.0
SV,m,35-44,2006,101.0
SV,m,35-44,2007,110.0
SV,m,35-44,2008,112.0
SY,m,35-44,1995,111.0
SY,m,35-44,1996,110.0
SY,m,35-44,1997,118.0
SY,m,35-44,1998,111.0
SY,m,35-44,2000,125.0
SY,m,35-44,2001,134.0
SY,m,35-44,2002,121.0
SY,m,35-44,2003,127.0
SY,m,35-44,2004,115.0
SY,m,35-44,2005,111.0
SY,m,35-44,2006,137.0
SY,m,35-44,2007,123.0
SY,m,35-44,2008,128.0
SZ,m,35-44,1995,130.0
SZ,m,35-44,1996,335.0
SZ,m,35-44,2000,249.0
SZ,m,35-44,2001,374.0
SZ,m,35-44,2002,182.0
SZ,m,35-44,2003,171.0
SZ,m,35-44,2004,245.0
SZ,m,35-44,2005,285.0
SZ,m,35-44,2006,268.0
SZ,m,35-44,2007,344.0
SZ,m,35-44,2008,357.0
TC,m,35-44,2002,1.0
TC,m,35-44,2003,0.0
TC,m,35-44,2006,0.0
TD,m,35-44,1999,957.0
TD,m,35-44,2002,794.0
TD,m,35-44,2003,549.0
TD,m,35-44,2004,415.0
TD,m,35-44,2005,409.0
TD,m,35-44,2008,1543.0
TG,m,35-44,1995,123.0
TG,m,35-44,1996,134.0
TG,m,35-44,1998,136.0
TG,m,35-44,1999,124.0
TG,m,35-44,2000,144.0
TG,m,35-44,2002,166.0
TG,m,35-44,2003,192.0
TG,m,35-44,2004,233.0
TG,m,35-44,2005,283.0
TG,m,35-44,2006,344.0
TG,m,35-44,2007,276.0
TG,m,35-44,2008,338.0
TH,m,35-44,1995,2948.0
TH,m,35-44,1996,2496.0
TH,m,35-44,1997,2101.0
TH,m,35-44,1998,1098.0
TH,m,35-44,1999,2015.0
TH,m,35-44,2000,2380.0
TH,m,35-44,2001,4516.0
TH,m,35-44,2002,3699.0
TH,m,35-44,2003,4259.0
TH,m,35-44,2004,4542.0
TH,m,35-44,2005,4393.0
TH,m,35-44,2006,4664.0
TH,m,35-44,2007,4487.0
TH,m,35-44,2008,4425.0
TJ,m,35-44,1996,23.0
TJ,m,35-44,1997,26.0
TJ,m,35-44,1998,48.0
TJ,m,35-44,2001,89.0
TJ,m,35-44,2002,66.0
TJ,m,35-44,2004,58.0
TJ,m,35-44,2005,164.0
TJ,m,35-44,2007,194.0
TJ,m,35-44,2008,165.0
TK,m,35-44,2007,0.0
TK,m,35-44,2008,4.0
TL,m,35-44,2002,119.0
TL,m,35-44,2003,107.0
TL,m,35-44,2004,95.0
TL,m,35-44,2005,116.0
TL,m,35-44,2006,103.0
TL,m,35-44,2007,89.0
TL,m,35-44,2008,93.0
TM,m,35-44,1995,0.0
TM,m,35-44,1996,101.0
TM,m,35-44,1997,77.0
TM,m,35-44,1998,131.0
TM,m,35-44,1999,174.0
TM,m,35-44,2000,144.0
TM,m,35-44,2001,196.0
TM,m,35-44,2002,224.0
TM,m,35-44,2003,212.0
TM,m,35-44,2004,174.0
TM,m,35-44,2005,146.0
TM,m,35-44,2006,191.0
TM,m,35-44,2007,224.0
TM,m,35-44,2008,201.0
TN,m,35-44,1998,155.0
TN,m,35-44,1999,181.0
TN,m,35-44,2000,156.0
TN,m,35-44,2001,157.0
TN,m,35-44,2002,153.0
TN,m,35-44,2003,129.0
TN,m,35-44,2004,128.0
TN,m,35-44,2005,133.0
TN,m,35-44,2006,119.0
TN,m,35-44,2007,117.0
TN,m,35-44,2008,118.0
TO,m,35-44,1995,0.0
TO,m,35-44,1996,2.0
TO,m,35-44,1997,1.0
TO,m,35-44,1998,1.0
TO,m,35-44,1999,0.0
TO,m,35-44,2000,1.0
TO,m,35-44,2001,0.0
TO,m,35-44,2003,1.0
TO,m,35-44,2005,0.0
TO,m,35-44,2006,0.0
TO,m,35-44,2007,0.0
TO,m,35-44,2008,2.0
TR,m,35-44,2004,50.0
TR,m,35-44,2005,1028.0
TR,m,35-44,2006,1003.0
TR,m,35-44,2007,984.0
TR,m,35-44,2008,953.0
TT,m,35-44,1995,10.0
TT,m,35-44,1996,9.0
TT,m,35-44,1998,21.0
TT,m,35-44,1999,13.0
TT,m,35-44,2000,27.0
TT,m,35-44,2001,36.0
TT,m,35-44,2002,20.0
TT,m,35-44,2003,10.0
TT,m,35-44,2004,24.0
TT,m,35-44,2005,13.0
TT,m,35-44,2006,23.0
TT,m,35-44,2007,21.0
TT,m,35-44,2008,19.0
TV,m,35-44,1995,0.0
TV,m,35-44,1998,2.0
TV,m,35-44,2003,1.0
TV,m,35-44,2006,0.0
TV,m,35-44,2007,2.0
TV,m,35-44,2008,0.0
TZ,m,35-44,1995,2916.0
TZ,m,35-44,1996,3107.0
TZ,m,35-44,1997,3066.0
TZ,m,35-44,1998,3400.0
TZ,m,35-44,1999,3401.0
TZ,m,35-44,2000,3430.0
TZ,m,35-44,2001,3545.0
TZ,m,35-44,2002,3525.0
TZ,m,35-44,2003,3728.0
TZ,m,35-44,2004,3884.0
TZ,m,35-44,2005,4025.0
TZ,m,35-44,2006,3832.0
TZ,m,35-44,2007,3855.0
TZ,m,35-44,2008,3874.0
UA,m,35-44,1995,2064.0
UA,m,35-44,1996,2318.0
UA,m,35-44,1997,2107.0
UA,m,35-44,1998,2460.0
UA,m,35-44,1999,2351.0
UA,m,35-44,2000,2385.0
UA,m,35-44,2001,2720.0
UA,m,35-44,2003,2808.0
UA,m,35-44,2006,2979.0
UA,m,35-44,2007,5206.0
UA,m,35-44,2008,2859.0
UG,m,35-44,1995,1797.0
UG,m,35-44,1996,2026.0
UG,m,35-44,1997,2919.0
UG,m,35-44,1998,2491.0
UG,m,35-44,1999,2526.0
UG,m,35-44,2000,2479.0
UG,m,35-44,2001,2540.0
UG,m,35-44,2002,2865.0
UG,m,35-44,2003,3011.0
UG,m,35-44,2004,3269.0
UG,m,35-44,2005,3209.0
UG,m,35-44,2006,3391.0
UG,m,35-44,2007,3551.0
UG,m,35-44,2008,3922.0
US,m,35-44,1995,1417.0
US,m,35-44,1996,1219.0
US,m,35-44,1997,1127.0
US,m,35-44,1998,1009.0
US,m,35-44,1999,1011.0
US,m,35-44,2000,906.0
US,m,35-44,2001,824.0
US,m,35-44,2002,813.0
US,m,35-44,2003,754.0
US,m,35-44,2004,728.0
US,m,35-44,2005,666.0
US,m,35-44,2006,659.0
US,m,35-44,2007,572.0
US,m,35-44,2008,495.0
UY,m,35-44,1995,35.0
UY,m,35-44,1996,58.0
UY,m,35-44,1997,53.0
UY,m,35-44,1998,52.0
UY,m,35-44,1999,42.0
UY,m,35-44,2000,45.0
UY,m,35-44,2001,49.0
UY,m,35-44,2002,37.0
UY,m,35-44,2003,35.0
UY,m,35-44,2004,53.0
UY,m,35-44,2005,39.0
UY,m,35-44,2006,34.0
UY,m,35-44,2007,37.0
UY,m,35-44,2008,64.0
UZ,m,35-44,1996,650.0
UZ,m,35-44,1998,0.0
UZ,m,35-44,1999,519.0
UZ,m,35-44,2000,510.0
UZ,m,35-44,2001,523.0
UZ,m,35-44,2002,318.0
UZ,m,35-44,2003,595.0
UZ,m,35-44,2004,607.0
UZ,m,35-44,2005,723.0
UZ,m,35-44,2006,717.0
UZ,m,35-44,2007,579.0
UZ,m,35-44,2008,572.0
VC,m,35-44,1998,0.0
VC,m,35-44,2000,4.0
VC,m,35-44,2001,1.0
VC,m,35-44,2002,1.0
VC,m,35-44,2003,2.0
VC,m,35-44,2005,2.0
VC,m,35-44,2007,3.0
VE,m,35-44,1999,420.0
VE,m,35-44,2002,425.0
VE,m,35-44,2003,453.0
VE,m,35-44,2004,459.0
VE,m,35-44,2005,413.0
VE,m,35-44,2006,413.0
VE,m,35-44,2007,390.0
VE,m,35-44,2008,326.0
VI,m,35-44,1995,1.0
VI,m,35-44,1996,1.0
VN,m,35-44,1996,7137.0
VN,m,35-44,1997,8363.0
VN,m,35-44,1998,8765.0
VN,m,35-44,1999,8392.0
VN,m,35-44,2000,8209.0
VN,m,35-44,2001,8457.0
VN,m,35-44,2002,8855.0
VN,m,35-44,2003,8486.0
VN,m,35-44,2004,9110.0
VN,m,35-44,2005,8738.0
VN,m,35-44,2006,8931.0
VN,m,35-44,2007,8391.0
VN,m,35-44,2008,8230.0
VU,m,35-44,1995,5.0
VU,m,35-44,1996,6.0
VU,m,35-44,1998,1.0
VU,m,35-44,1999,1.0
VU,m,35-44,2000,1.0
VU,m,35-44,2001,4.0
VU,m,35-44,2002,3.0
VU,m,35-44,2003,7.0
VU,m,35-44,2004,2.0
VU,m,35-44,2005,5.0
VU,m,35-44,2006,1.0
VU,m,35-44,2007,4.0
VU,m,35-44,2008,3.0
WF,m,35-44,1996,0.0
WF,m,35-44,2002,1.0
WF,m,35-44,2003,2.0
WF,m,35-44,2007,0.0
WS,m,35-44,1995,1.0
WS,m,35-44,1996,0.0
WS,m,35-44,1997,1.0
WS,m,35-44,1998,0.0
WS,m,35-44,1999,0.0
WS,m,35-44,2000,1.0
WS,m,35-44,2001,1.0
WS,m,35-44,2002,0.0
WS,m,35-44,2005,1.0
WS,m,35-44,2006,1.0
WS,m,35-44,2008,0.0
YE,m,35-44,1995,256.0
YE,m,35-44,1996,71.0
YE,m,35-44,1997,329.0
YE,m,35-44,1998,491.0
YE,m,35-44,1999,390.0
YE,m,35-44,2000,493.0
YE,m,35-44,2001,491.0
YE,m,35-44,2002,377.0
YE,m,35-44,2003,399.0
YE,m,35-44,2004,377.0
YE,m,35-44,2005,366.0
YE,m,35-44,2006,358.0
YE,m,35-44,2007,379.0
YE,m,35-44,2008,316.0
YU,m,35-44,1995,317.0
YU,m,35-44,1996,461.0
YU,m,35-44,1997,450.0
YU,m,35-44,2001,44.0
YU,m,35-44,2002,44.0
YU,m,35-44,2003,70.0
YU,m,35-44,2004,125.0
ZA,m,35-44,1999,1834.0
ZA,m,35-44,2000,2135.0
ZA,m,35-44,2001,3540.0
ZA,m,35-44,2002,13215.0
ZA,m,35-44,2003,17862.0
ZA,m,35-44,2004,19675.0
ZA,m,35-44,2005,19465.0
ZA,m,35-44,2006,19743.0
ZA,m,35-44,2007,20076.0
ZA,m,35-44,2008,20699.0
ZM,m,35-44,1995,1124.0
ZM,m,35-44,2000,3045.0
ZM,m,35-44,2002,2000.0
ZM,m,35-44,2003,2390.0
ZM,m,35-44,2004,2262.0
ZM,m,35-44,2005,2160.0
ZM,m,35-44,2006,1645.0
ZM,m,35-44,2007,1848.0
ZM,m,35-44,2008,2094.0
ZW,m,35-44,2002,1662.0
ZW,m,35-44,2003,2228.0
ZW,m,35-44,2004,2298.0
ZW,m,35-44,2005,1855.0
ZW,m,35-44,2006,1939.0
ZW,m,35-44,2007,0.0
ZW,m,35-44,2008,3316.0
AD,m,45-54,1996,1.0
AD,m,45-54,1997,2.0
AD,m,45-54,1998,0.0
AD,m,45-54,1999,1.0
AD,m,45-54,2000,0.0
AD,m,45-54,2001,1.0
AD,m,45-54,2002,0.0
AD,m,45-54,2003,2.0
AD,m,45-54,2004,1.0
AD,m,45-54,2005,0.0
AD,m,45-54,2006,0.0
AD,m,45-54,2008,1.0
AE,m,45-54,1999,4.0
AE,m,45-54,2000,5.0
AE,m,45-54,2002,6.0
AE,m,45-54,2003,3.0
AE,m,45-54,2004,3.0
AE,m,45-54,2006,3.0
AE,m,45-54,2007,4.0
AE,m,45-54,2008,5.0
AF,m,45-54,1997,5.0
AF,m,45-54,1998,89.0
AF,m,45-54,1999,34.0
AF,m,45-54,2000,129.0
AF,m,45-54,2001,204.0
AF,m,45-54,2002,246.0
AF,m,45-54,2003,256.0
AF,m,45-54,2004,358.0
AF,m,45-54,2005,453.0
AF,m,45-54,2006,572.0
AF,m,45-54,2007,566.0
AF,m,45-54,2008,570.0
AG,m,45-54,1996,1.0
AG,m,45-54,2000,0.0
AG,m,45-54,2002,0.0
AG,m,45-54,2003,0.0
AG,m,45-54,2005,1.0
AG,m,45-54,2007,1.0
AG,m,45-54,2008,1.0
AI,m,45-54,2004,0.0
AL,m,45-54,1995,19.0
AL,m,45-54,1997,25.0
AL,m,45-54,1998,18.0
AL,m,45-54,1999,19.0
AL,m,45-54,2000,24.0
AL,m,45-54,2001,19.0
